Instance0
70;0
156;0
260;0
373;0
377;0
382;0
386;0
391;0
399;0
405;0
416;0
423;0
432;0
442;0
449;0
454;0
459;0
461;0
462;0
465;0
467;0
470;0
472;0
474;0
476;0
478;0
479;0
Instance1
74;0
161;0
167;0
176;0
184;0
185;0
186;0
Instance4
70;0
151;0
154;0
159;0
162;0
167;0
171;0
175;0
178;0
181;0
190;0
195;0
199;0
205;0
210;0
216;0
219;0
222;0
228;0
229;0
231;0
234;0
Instance5
67;0
147;0
158;0
169;0
178;0
183;0
187;0
191;0
195;0
200;0
203;0
211;0
214;0
218;0
221;0
229;0
234;0
237;0
243;0
247;0
252;0
257;0
261;0
265;0
269;0
272;0
276;0
282;0
286;0
290;0
294;0
300;0
305;0
307;0
308;0
Instance6
1;0.0
Instance7
1;0
Instance8
73;0
155;0
164;0
168;0
172;0
175;0
178;0
180;0
183;0
187;0
192;0
195;0
198;0
200;0
201;0
203;0
205;0
Instance9
69;0
147;0
236;0
335;0
447;0
567;0
692;0
820;0
957;0
1101;0
1252;0
1408;0
1566;0
1730;0
1897;0
2066;0
2238;0
2413;0
Instance11
1;0
Instance12
78;0
167;0
267;0
379;0
503;0
632;0
767;0
912;0
1063;0
1221;0
1387;0
1554;0
1730;0
1913;0
2103;0
2295;0
2491;0
2496;0
2501;0
2506;0
2513;0
2520;0
2525;0
2529;0
2533;0
2539;0
2547;0
2549;0
2552;0
2556;0
2558;0
Instance13
5;0
15;0
25;0
35;0
44;0
52;0
56;0
60;0
63;0
65;0
69;0
73;0
76;0
78;0
83;0
86;0
90;0
93;0
97;0
101;0
104;0
107;0
110;0
113;0
115;0
117;0
119;0
Instance14
1;0
Instance15
1;0.0
2;0.0
Instance16
70;0
150;0
151;0
152;0
153;0
154;0
155;0
156;0
Instance17
76;0
165;0
176;0
189;0
201;0
206;0
211;0
213;0
214;0
Instance18
3;0.0
Instance19
1;0.0
2;0.9870872970307415
3;0.9870872970307415
Instance20
73;0
Instance21
82;0
179;0
186;0
191;0
194;0
195;0
203;0
Instance22
1;0
2;0
Instance23
1;0
Instance24
5;0
9;0
13;0
16;0
18;0
22;0
27;0
31;0
33;0
36;0
Instance25
80;0
186;0
Instance27
1;0
2;0
3;0
Instance28
67;0
144;0
147;0
150;0
154;0
157;0
160;0
161;0
169;0
171;0
175;0
178;0
181;0
183;0
186;0
187;0
Instance29
2;0.0
4;0.0
Instance30
1;0.0
Instance31
1;0
Instance32
71;0
154;0
246;0
351;0
Instance33
71;0
160;0
Instance34
1;0
Instance36
68;0
143;0
146;0
148;0
149;0
Instance37
75;0
164;0
274;0
398;0
538;0
686;0
845;0
1006;0
1175;0
1348;0
1527;0
1712;0
1902;0
2099;0
2300;0
2511;0
2727;0
2947;0
3174;0
3402;0
3633;0
3871;0
4112;0
4356;0
4607;0
4864;0
5126;0
5390;0
5655;0
5922;0
6191;0
6462;0
6735;0
Instance38
1;0
Instance39
1;0

